행정동_코드,행정동_한글,자치구명,year,month,위험노출시간,pm25_평균,pm10_평균,온도_평균,습도_평균,열지수_평균,소음_평균,high_temp_risk_비율,low_temp_risk_비율,humidity_risk_비율,noise_risk_비율,병원수,공원면적,금연구역수,환자수_인구보정,위험노출시간_norm,환자수_norm,병원수_norm,공원면적_norm,금연구역수_norm,건강안전도_점수,건강안전도_등급,계절
1132070000,방학2동,도봉구,2025,6,0.0,11.715909090909092,25.712885154061624,24.86222627737226,65.4774143797249,25.442958717868365,46.565693430656935,0.0492700729927007,0.0,0.1952554744525547,0.0,4.0,1084218.0,0.0,67003.90363338185,0.0,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,85,1,여름
1132070000,방학2동,도봉구,2025,7,0.18,8.074525745257452,17.5578231292517,29.59234104046243,67.10104916156108,33.971077542560856,46.27456647398844,0.4364161849710982,0.0,0.1705202312138728,0.0014450867052023,4.0,1084218.0,0.0,67003.90363338185,0.1818181818181818,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,72,2,여름
1132070000,방학2동,도봉구,2025,8,0.26,7.854724964739069,16.544554455445546,28.79204545454545,71.56320904256053,32.385384109255654,46.57386363636363,0.3536931818181818,0.0,0.2940340909090909,0.0056818181818181,4.0,1084218.0,0.0,67003.90363338185,0.2626262626262626,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,66,3,여름
1132070000,방학2동,도봉구,2025,9,0.08,8.498595505617978,15.34269662921348,23.74430555555556,76.91527777777777,24.2838365373053,46.51111111111111,0.0333333333333333,0.0,0.4736111111111111,0.0013888888888888,4.0,1084218.0,0.0,67003.90363338185,0.0808080808080808,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,79,1,가을
1132070000,방학2동,도봉구,2025,10,0.08,9.382022471910112,15.213389121338912,21.89,79.04166666666667,21.913233607300267,46.1,0.0,0.0,0.525,0.0,4.0,1084218.0,0.0,67003.90363338185,0.0808080808080808,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,79,1,가을
1132070000,방학2동,도봉구,2025,11,0.28,22.966339410939693,37.44192634560906,7.7630952380952385,68.12867799141927,7.7630952380952385,46.65476190476191,0.0,0.244047619047619,0.1130952380952381,0.0,4.0,1084218.0,0.0,67003.90363338185,0.2828282828282829,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,64,3,가을
1132070000,방학2동,도봉구,2025,12,0.36,21.394843962008142,30.654745529573592,0.9720238095238096,52.929975030457584,0.9720238095238096,47.00595238095238,0.0,0.7916666666666666,0.0892857142857142,0.0,4.0,1084218.0,0.0,67003.90363338185,0.3636363636363636,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,58,4,겨울
1132071000,방학3동,도봉구,2025,1,0.36,24.67117726657645,38.785135135135135,0.287517146776406,58.66955653423788,0.287517146776406,36.26886145404664,0.0,0.8463648834019204,0.1426611796982167,0.0,4.0,1084218.0,0.0,67003.90363338185,0.3636363636363636,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,58,4,겨울
1132071000,방학3동,도봉구,2025,2,0.44,16.585585585585587,34.403614457831324,-0.0056231003039513,52.80547112462006,-0.0056231003039513,36.24012158054711,0.0,0.8115501519756839,0.1306990881458966,0.0,4.0,1084218.0,0.0,67003.90363338185,0.4444444444444445,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,53,4,겨울
1132071000,방학3동,도봉구,2025,3,0.58,25.47138964577657,51.650340136054425,9.027285318559557,55.1606648199446,9.027285318559557,36.14404432132964,0.0,0.3019390581717451,0.185595567867036,0.0,4.0,1084218.0,0.0,67003.90363338185,0.5858585858585859,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,42,5,봄
1132071000,방학3동,도봉구,2025,4,0.2,16.92131616595136,37.65966386554622,14.46972049689441,57.97033922992454,14.45322706995768,36.493788819875775,0.0,0.0543478260869565,0.2142857142857142,0.0,4.0,1084218.0,0.0,67003.90363338185,0.202020202020202,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,70,2,봄
1132071000,방학3동,도봉구,2025,5,0.0,13.282786885245905,28.669004207573632,14.72,63.580229830142095,14.71232901765073,37.75135135135135,0.0,0.0,0.227027027027027,0.0,4.0,1084218.0,0.0,67003.90363338185,0.0,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,85,1,봄
1132071000,방학3동,도봉구,2025,6,0.0,11.715909090909092,25.712885154061624,25.286853448275863,66.7548297039821,25.99600375234758,36.57543103448276,0.0969827586206896,0.0,0.2219827586206896,0.0,4.0,1084218.0,0.0,67003.90363338185,0.0,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,85,1,여름
1132071000,방학3동,도봉구,2025,7,0.18,8.074525745257452,17.5578231292517,29.1434439178515,69.00283874904076,33.184064699673826,36.82148499210111,0.3728278041074249,0.0,0.2148499210110584,0.0031595576619273,4.0,1084218.0,0.0,67003.90363338185,0.1818181818181818,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,72,2,여름
1132071000,방학3동,도봉구,2025,8,0.26,7.85472496473907,16.544554455445546,28.12666666666667,70.26451675428905,30.64383760410642,38.19649122807017,0.2666666666666666,0.0,0.2807017543859649,0.0140350877192982,4.0,1084218.0,0.0,67003.90363338185,0.2626262626262626,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,66,3,여름
1132071000,방학3동,도봉구,2025,9,0.08,8.498595505617978,15.342696629213483,22.155555555555555,79.07905982905983,22.33236112229186,40.77564102564103,0.0106837606837606,0.0,0.5790598290598291,0.0042735042735042,4.0,1084218.0,0.0,67003.90363338185,0.0808080808080808,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,79,1,가을
1132071000,방학3동,도봉구,2025,10,0.16,9.382022471910112,15.213389121338912,21.5225,80.375,21.579051126311576,40.43333333333333,0.0,0.0,0.6333333333333333,0.0,4.0,1084218.0,0.0,67003.90363338185,0.1616161616161616,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,73,2,가을
1132071000,방학3동,도봉구,2025,11,0.28,22.966339410939693,37.44192634560906,7.468452380952381,69.9399741948728,7.468452380952381,38.083333333333336,0.0,0.2559523809523809,0.1904761904761904,0.0,4.0,1084218.0,0.0,67003.90363338185,0.2828282828282829,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,64,3,가을
1132071000,방학3동,도봉구,2025,12,0.36,21.394843962008142,30.654745529573592,1.2428571428571429,56.76013236797503,1.2428571428571429,38.42261904761905,0.0,0.7619047619047619,0.1964285714285714,0.0,4.0,1084218.0,0.0,67003.90363338185,0.3636363636363636,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,58,4,겨울
1132051100,창1동,도봉구,2025,1,0.36,24.671177266576453,38.785135135135135,0.2759815242494226,56.75771173020145,0.2759815242494226,50.8540415704388,0.0,0.8568129330254042,0.1145496535796766,0.2503464203233256,4.0,1084218.0,0.0,67003.90363338185,0.3636363636363636,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,58,4,겨울
1132051100,창1동,도봉구,2025,2,0.44,16.585585585585587,34.403614457831324,-0.2168359166221272,51.58198652912701,-0.2168359166221272,50.718866916087656,0.0,0.8364510956707643,0.1095670764297167,0.2463923035809727,4.0,1084218.0,0.0,67003.90363338185,0.4444444444444445,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,53,4,겨울
1132051100,창1동,도봉구,2025,3,0.58,25.47138964577657,51.650340136054425,9.136610978520286,53.258575705173016,9.136610978520286,51.11694510739857,0.0,0.2663484486873508,0.1599045346062052,0.443436754176611,4.0,1084218.0,0.0,67003.90363338185,0.5858585858585859,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,42,5,봄
1132051100,창1동,도봉구,2025,4,0.2,16.92131616595136,37.65966386554622,14.789739583333333,56.06153818293581,14.78931687181633,51.56041666666667,0.0,0.0322916666666666,0.1713541666666666,0.4583333333333333,4.0,1084218.0,0.0,67003.90363338185,0.202020202020202,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,70,2,봄
1132051100,창1동,도봉구,2025,5,0.0,13.2827868852459,28.669004207573632,19.01185671039354,61.03125297364984,19.076760221078207,51.281533804238144,0.0020181634712411,0.0,0.1337033299697275,0.3935418768920282,4.0,1084218.0,0.0,67003.90363338185,0.0,0.0065523826417729,0.5555555555555556,0.9256788530999104,1.0,85,1,봄
